MaSP,TenSP,DanhMuc,Gia,SoLuongTon,HinhAnh,MoTa,TrangThai,KichThuoc,ChatLieu,MauSac,BaoHanh,XuatXu,MoTaChiTiet
SP107,Ghế bar chân cao phong cách Japandi SP107,Phòng bếp,9310000,37,https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Ghế bar chân cao chất liệu inox 304 mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,223cm x 94cm x 153cm,Inox 304,Trắng kem tối giản,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế bar chân cao phong cách Japandi SP107 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP108,Rèm cửa cản sáng phong cách Japandi SP108,Phòng ngủ,1420000,16,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80,Rèm cửa cản sáng chất liệu gỗ công nghiệp mdf phủ melamine mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,187cm x 68cm x 63cm,Gỗ công nghiệp MDF phủ Melamine,Nâu hạt dẻ ấm áp,12 tháng,iDECOR Việt Nam,"Sản phẩm Rèm cửa cản sáng phong cách Japandi SP108 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP109,Ghế lười hạt đậu Scandinavian SP109,Phòng ngủ,17220000,14,https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80,Ghế lười hạt đậu chất liệu gỗ công nghiệp mdf phủ melamine mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,59cm x 66cm x 80cm,Gỗ công nghiệp MDF phủ Melamine,Vàng sồi tự nhiên,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Ghế lười hạt đậu Scandinavian SP109 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP110,Kệ gương thông minh Scandinavian SP110,Phòng tắm,11870000,19,https://images.unsplash.com/photo-1532372320572-cda25653a26d?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80,Kệ gương thông minh chất liệu phôi gương bỉ cao cấp mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,203cm x 48cm x 85cm,Phôi gương Bỉ cao cấp,Xanh mint pastel,24 tháng,iDECOR Việt Nam,"Sản phẩm Kệ gương thông minh Scandinavian SP110 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP111,Bàn trà gỗ Sồi sang trọng SP111,Phòng khách,21310000,54,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80,Bàn trà gỗ Sồi chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,217cm x 42cm x 101cm,Vải nỉ Hàn Quốc,Ghi xám thanh lịch,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Bàn trà gỗ Sồi sang trọng SP111 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP112,Đèn sàn trang trí tối giản SP112,Phòng khách,13910000,42,https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80,Đèn sàn trang trí chất liệu gỗ mdf chống ẩm an cường mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,226cm x 60cm x 41cm,Gỗ MDF chống ẩm An Cường,Nâu hạt dẻ ấm áp,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Đèn sàn trang trí tối giản SP112 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP113,Gối cao su non tối giản SP113,Phòng ngủ,7090000,40,https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80,Gối cao su non chất liệu vải nỉ nhập khẩu mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,60cm x 89cm x 148cm,Vải nỉ nhập khẩu,Vàng sồi tự nhiên,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Gối cao su non tối giản SP113 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP114,Đệm lò xo túi hiện đại SP114,Phòng ngủ,2250000,16,https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80,Đệm lò xo túi chất liệu vải nỉ nhập khẩu mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,126cm x 56cm x 115cm,Vải nỉ nhập khẩu,Trắng kem tối giản,24 tháng,iDECOR Việt Nam,"Sản phẩm Đệm lò xo túi hiện đại SP114 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP115,Gương LED cảm ứng hiện đại SP115,Phòng tắm,13380000,51,https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80,Gương LED cảm ứng chất liệu inox 304 xước mờ mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,67cm x 50cm x 206cm,Inox 304 xước mờ,Xanh mint pastel,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Gương LED cảm ứng hiện đại SP115 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP116,Thảm trải sàn sang trọng SP116,Phòng khách,15620000,13,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80,Thảm trải sàn chất liệu gỗ mdf chống ẩm an cường mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,97cm x 88cm x 142cm,Gỗ MDF chống ẩm An Cường,Ghi xám thanh lịch,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Thảm trải sàn sang trọng SP116 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP117,Thùng rác thông minh sang trọng SP117,Phòng bếp,18180000,7,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80,Thùng rác thông minh chất liệu chân sắt sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,167cm x 87cm x 175cm,Chân sắt sơn tĩnh điện,Xanh mint pastel,36 tháng,iDECOR Việt Nam,"Sản phẩm Thùng rác thông minh sang trọng SP117 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP118,Tab đầu giường Retro hoài cổ SP118,Phòng ngủ,7610000,56,https://images.unsplash.com/photo-1532372320572-cda25653a26d?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Tab đầu giường chất liệu cốt gỗ xanh chống ẩm mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,87cm x 64cm x 203cm,Cốt gỗ xanh chống ẩm,Ghi xám thanh lịch,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Tab đầu giường Retro hoài cổ SP118 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP119,Ghế bar chân cao tối giản SP119,Phòng bếp,12640000,48,https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80,Ghế bar chân cao chất liệu gỗ mdf phủ acrylic bóng gương mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,177cm x 83cm x 178cm,Gỗ MDF phủ Acrylic bóng gương,Ghi xám thanh lịch,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế bar chân cao tối giản SP119 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP120,Kệ tivi gỗ tối giản SP120,Phòng khách,8200000,22,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80,Kệ tivi gỗ chất liệu gỗ mdf chống ẩm an cường mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,175cm x 40cm x 204cm,Gỗ MDF chống ẩm An Cường,Xám đậm hiện đại,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Kệ tivi gỗ tối giản SP120 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP121,Kệ chén đĩa âm tủ Scandinavian SP121,Phòng bếp,7190000,52,https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80,Kệ chén đĩa âm tủ chất liệu gỗ mdf phủ acrylic bóng gương mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,226cm x 60cm x 197cm,Gỗ MDF phủ Acrylic bóng gương,Vàng sồi tự nhiên,12 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Kệ chén đĩa âm tủ Scandinavian SP121 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP122,Kệ sách đứng Retro hoài cổ SP122,Phòng khách,9490000,54,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80,Kệ sách đứng chất liệu khung thép sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,172cm x 90cm x 188cm,Khung thép sơn tĩnh điện,Nâu hạt dẻ ấm áp,24 tháng,iDECOR Việt Nam,"Sản phẩm Kệ sách đứng Retro hoài cổ SP122 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP123,Ghế armchair Scandinavian SP123,Phòng khách,19740000,18,https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80,Ghế armchair chất liệu khung thép sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,213cm x 53cm x 217cm,Khung thép sơn tĩnh điện,Nâu hạt dẻ ấm áp,12 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Ghế armchair Scandinavian SP123 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
